job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Head of AI,82283,EN,CT,Singapore,M,Singapore,0,"Spark, Hadoop, AWS, Data Visualization, Java",Associate,1,Gaming,7.8,Algorithmic Solutions
AI Consultant,143377,SE,FL,Japan,M,Japan,50,"TensorFlow, Computer Vision, MLOps, Data Visualization, Python",PhD,7,Real Estate,5.3,Machine Intelligence Group
Computer Vision Engineer,89182,EN,CT,Ireland,L,Ireland,50,"PyTorch, Hadoop, Python, Deep Learning, MLOps",PhD,0,Media,6.5,Cognitive Computing
Data Engineer,111839,SE,PT,Singapore,S,Singapore,50,"Scala, MLOps, Docker, Hadoop, Statistics",PhD,9,Retail,7.3,Predictive Systems
Computer Vision Engineer,78182,MI,PT,Australia,M,Australia,50,"Hadoop, Docker, Computer Vision, Linux",Associate,4,Retail,7.9,Cloud AI Solutions
Machine Learning Engineer,98835,MI,FT,Sweden,M,Sweden,0,"AWS, Deep Learning, TensorFlow",Bachelor,2,Consulting,9.3,Neural Networks Co
Head of AI,62607,SE,PT,China,S,China,0,"Spark, R, Linux, SQL",Bachelor,9,Media,5.1,DataVision Ltd
Data Engineer,59096,EN,CT,South Korea,S,South Korea,100,"Java, Hadoop, Data Visualization, Linux, Tableau",Master,1,Energy,8.0,Predictive Systems
Data Analyst,143495,SE,PT,Norway,M,Norway,100,"PyTorch, AWS, Scala, Java",PhD,8,Gaming,7.4,Autonomous Tech
Machine Learning Engineer,92580,MI,FL,Israel,L,Israel,100,"GCP, Kubernetes, Computer Vision",Associate,4,Education,9.4,Autonomous Tech
Head of AI,191853,SE,PT,Denmark,M,Denmark,0,"Scala, Git, Kubernetes, PyTorch, Python",PhD,8,Media,7.4,Autonomous Tech
Research Scientist,213625,EX,FT,Netherlands,S,Philippines,50,"Docker, Java, Data Visualization, TensorFlow, MLOps",Master,14,Manufacturing,9.8,Cognitive Computing
Robotics Engineer,84500,MI,PT,Sweden,M,Turkey,0,"Spark, Python, TensorFlow, SQL",Associate,4,Consulting,9.2,Cognitive Computing
AI Product Manager,126276,SE,FL,France,S,France,0,"Statistics, GCP, R, Git",Master,5,Government,5.4,Quantum Computing Inc
Data Scientist,60957,EN,CT,Ireland,L,Ireland,50,"Git, Python, GCP",PhD,0,Gaming,8.1,Future Systems
AI Product Manager,125853,SE,CT,Japan,L,Japan,50,"Scala, R, Docker, Computer Vision",Bachelor,7,Finance,5.4,Future Systems
Machine Learning Researcher,140938,SE,PT,South Korea,L,Romania,0,"Docker, Linux, Hadoop, NLP, R",PhD,6,Healthcare,7.2,TechCorp Inc
AI Product Manager,39802,SE,PT,India,M,Spain,100,"Git, Hadoop, Linux",Associate,8,Consulting,8.3,Digital Transformation LLC
Data Scientist,206549,EX,FT,Israel,M,Israel,50,"Docker, Mathematics, MLOps",Associate,15,Gaming,8.0,Neural Networks Co
Autonomous Systems Engineer,191897,EX,FL,Austria,L,China,100,"R, SQL, Deep Learning",PhD,19,Automotive,5.1,Algorithmic Solutions
AI Architect,154453,SE,PT,Ireland,L,Ireland,0,"Data Visualization, Linux, R, Python, Azure",Associate,6,Retail,8.6,Algorithmic Solutions
AI Architect,214757,SE,CT,Switzerland,M,Switzerland,100,"Tableau, TensorFlow, Kubernetes, Azure",PhD,8,Energy,8.7,Cloud AI Solutions
Machine Learning Engineer,115185,SE,PT,France,L,Switzerland,100,"Data Visualization, Python, TensorFlow, PyTorch",Bachelor,7,Education,9.2,DeepTech Ventures
AI Product Manager,214441,EX,FL,Netherlands,M,Philippines,0,"Linux, Scala, Python, NLP, Mathematics",PhD,10,Manufacturing,6.3,Future Systems
Machine Learning Researcher,79160,EN,FT,Denmark,M,Luxembourg,50,"Kubernetes, Python, TensorFlow",Bachelor,0,Transportation,7.1,Cloud AI Solutions
Principal Data Scientist,76545,MI,CT,Ireland,M,Ireland,100,"PyTorch, NLP, Java, Mathematics",Bachelor,3,Healthcare,6.9,Cognitive Computing
Data Analyst,189502,EX,CT,Austria,S,Australia,50,"Hadoop, PyTorch, SQL, GCP",Bachelor,15,Finance,8.9,Algorithmic Solutions
NLP Engineer,84851,EN,FL,Sweden,L,Sweden,50,"Kubernetes, Tableau, TensorFlow, GCP, Python",PhD,1,Gaming,7.6,Quantum Computing Inc
Deep Learning Engineer,167429,EX,CT,Australia,L,Austria,100,"SQL, AWS, Scala, GCP, Azure",Bachelor,11,Transportation,6.5,Algorithmic Solutions
AI Product Manager,120340,MI,CT,Norway,S,Norway,0,"Spark, TensorFlow, Python",Associate,2,Transportation,9.3,Algorithmic Solutions
Principal Data Scientist,125105,SE,FT,Sweden,S,Sweden,0,"R, Kubernetes, MLOps",PhD,8,Healthcare,5.4,Future Systems
AI Product Manager,55482,EN,FL,Finland,M,Finland,100,"Python, Data Visualization, TensorFlow, Deep Learning",Associate,1,Consulting,7.1,DeepTech Ventures
AI Research Scientist,116597,SE,FT,Finland,M,Switzerland,50,"Deep Learning, Statistics, AWS",Associate,5,Media,8.9,Future Systems
Autonomous Systems Engineer,103470,MI,CT,Japan,L,Japan,100,"Computer Vision, R, Kubernetes, Tableau",Master,2,Technology,6.9,Predictive Systems
AI Architect,80354,MI,FT,Canada,M,Canada,100,"SQL, AWS, MLOps, Linux, Python",Bachelor,3,Government,5.3,AI Innovations
ML Ops Engineer,117055,MI,CT,Norway,M,Norway,100,"Git, Docker, Python, Tableau, Azure",PhD,4,Manufacturing,5.6,Algorithmic Solutions
AI Consultant,174649,EX,FL,Sweden,S,Sweden,100,"PyTorch, GCP, Deep Learning",PhD,19,Telecommunications,9.6,Autonomous Tech
Autonomous Systems Engineer,98276,MI,CT,Netherlands,M,South Korea,100,"Computer Vision, Hadoop, SQL",Associate,4,Finance,7.8,Quantum Computing Inc
AI Research Scientist,32356,EN,CT,China,S,Estonia,100,"MLOps, R, Hadoop, SQL",PhD,0,Government,5.2,DeepTech Ventures
AI Software Engineer,63211,EN,FL,United Kingdom,M,United Kingdom,50,"NLP, Git, MLOps",Associate,1,Gaming,6.6,TechCorp Inc
AI Software Engineer,60824,EN,FT,South Korea,L,Mexico,0,"PyTorch, Tableau, Deep Learning",Master,1,Automotive,7.0,AI Innovations
Head of AI,101820,MI,CT,Australia,M,Ukraine,50,"AWS, Statistics, Data Visualization",Associate,4,Technology,6.2,AI Innovations
NLP Engineer,85658,MI,FL,Australia,L,Japan,50,"Python, NLP, Computer Vision, Git",Bachelor,2,Manufacturing,8.1,Neural Networks Co
Principal Data Scientist,94841,MI,FL,Israel,L,Israel,0,"SQL, Java, Linux, NLP, Tableau",Bachelor,3,Media,6.1,Future Systems
Principal Data Scientist,73349,MI,PT,United Kingdom,S,United Kingdom,50,"Statistics, Python, TensorFlow",Master,3,Retail,9.7,Predictive Systems
Research Scientist,158028,SE,FT,Denmark,L,Denmark,100,"Hadoop, Python, TensorFlow",PhD,9,Retail,7.3,Predictive Systems
Head of AI,85426,EN,CT,Netherlands,L,Netherlands,50,"Java, Python, Tableau",PhD,0,Real Estate,8.8,Autonomous Tech
AI Research Scientist,69347,SE,FL,China,L,Austria,50,"Data Visualization, Computer Vision, TensorFlow",Associate,6,Retail,5.3,Smart Analytics
Robotics Engineer,77107,EN,FL,Norway,M,Norway,50,"Tableau, Kubernetes, Data Visualization",Bachelor,0,Consulting,5.8,Digital Transformation LLC
AI Research Scientist,73151,MI,PT,Germany,M,Finland,100,"Deep Learning, SQL, PyTorch, AWS",Master,4,Retail,9.5,Cloud AI Solutions
AI Product Manager,152987,SE,FL,Norway,S,Norway,100,"NLP, MLOps, Data Visualization",Associate,6,Government,8.5,Quantum Computing Inc
Principal Data Scientist,71514,MI,PT,South Korea,S,South Korea,50,"Scala, Kubernetes, Azure, Deep Learning, SQL",Bachelor,3,Government,9.3,Algorithmic Solutions
Computer Vision Engineer,70080,EN,CT,Australia,L,Australia,0,"Scala, PyTorch, TensorFlow, Tableau, Deep Learning",PhD,1,Real Estate,8.5,Algorithmic Solutions
Head of AI,82694,EN,FT,Norway,S,Norway,50,"Python, Mathematics, Azure",Bachelor,1,Gaming,9.6,DeepTech Ventures
Computer Vision Engineer,84617,MI,FL,France,L,France,50,"Azure, Java, Statistics",Master,3,Healthcare,8.4,DeepTech Ventures
AI Consultant,181134,EX,CT,Canada,M,Canada,0,"Git, PyTorch, GCP, AWS, Mathematics",Master,19,Healthcare,5.9,Machine Intelligence Group
Principal Data Scientist,27731,MI,FT,India,M,India,0,"Python, Linux, TensorFlow",Master,4,Consulting,8.5,Autonomous Tech
Principal Data Scientist,283415,EX,FT,Sweden,L,Japan,50,"Computer Vision, Statistics, Docker",PhD,19,Automotive,5.2,Algorithmic Solutions
ML Ops Engineer,85752,EN,FL,Switzerland,S,Canada,100,"Python, TensorFlow, Git, PyTorch, NLP",Master,1,Retail,7.8,AI Innovations
Robotics Engineer,214335,EX,CT,Austria,S,Denmark,0,"Hadoop, AWS, SQL",Associate,15,Education,9.5,Machine Intelligence Group
AI Software Engineer,179620,EX,PT,Austria,L,Sweden,50,"Python, Kubernetes, Statistics, AWS",Master,13,Technology,9.6,Quantum Computing Inc
NLP Engineer,74921,EX,CT,India,L,India,0,"TensorFlow, NLP, R, Python",PhD,11,Government,6.1,Digital Transformation LLC
Robotics Engineer,44187,MI,FT,China,S,China,100,"TensorFlow, Docker, Scala",Associate,4,Manufacturing,5.4,Predictive Systems
Data Scientist,186597,EX,FL,Singapore,M,Singapore,100,"Git, PyTorch, TensorFlow, Hadoop",PhD,12,Manufacturing,8.1,Quantum Computing Inc
AI Research Scientist,92637,SE,PT,Germany,S,Germany,0,"GCP, Mathematics, Git, SQL",Associate,7,Real Estate,7.4,AI Innovations
AI Consultant,148327,MI,FL,Switzerland,M,Canada,0,"Azure, Scala, Linux",Master,3,Energy,8.7,Algorithmic Solutions
AI Consultant,126408,SE,PT,Canada,L,Canada,100,"Spark, Python, GCP, SQL",Bachelor,6,Automotive,6.6,Machine Intelligence Group
Deep Learning Engineer,68796,MI,PT,South Korea,L,South Korea,0,"Hadoop, Python, Tableau, MLOps, Computer Vision",PhD,4,Education,5.1,Future Systems
AI Specialist,62237,MI,FT,South Korea,S,Hungary,100,"Statistics, Tableau, SQL, Spark, Data Visualization",Master,4,Energy,9.5,Autonomous Tech
Data Engineer,193939,EX,PT,Israel,M,Israel,100,"TensorFlow, Python, Hadoop, Tableau, Data Visualization",Bachelor,12,Technology,8.6,DeepTech Ventures
Research Scientist,187756,EX,PT,Norway,M,Norway,0,"Scala, SQL, MLOps, Kubernetes",PhD,13,Government,9.7,Neural Networks Co
Head of AI,140928,MI,CT,Norway,M,Philippines,50,"Linux, TensorFlow, Hadoop, Docker",Master,4,Education,8.9,DeepTech Ventures
Computer Vision Engineer,176415,EX,CT,Finland,M,Finland,0,"GCP, NLP, Deep Learning, Spark",PhD,12,Telecommunications,8.9,TechCorp Inc
AI Software Engineer,103223,EN,CT,United States,L,United States,50,"Linux, Docker, NLP, Computer Vision, Kubernetes",Bachelor,0,Real Estate,5.0,Advanced Robotics
Research Scientist,148216,EX,FL,Israel,S,Israel,100,"Kubernetes, Python, Scala, Computer Vision",PhD,10,Telecommunications,6.3,Machine Intelligence Group
NLP Engineer,57126,EN,PT,France,S,United Kingdom,50,"Python, Spark, NLP",Master,0,Media,7.3,Machine Intelligence Group
Head of AI,83770,MI,PT,Japan,M,Russia,0,"Kubernetes, NLP, PyTorch",Master,3,Telecommunications,6.7,AI Innovations
Machine Learning Engineer,93069,EN,PT,Denmark,L,Denmark,0,"Data Visualization, Mathematics, Python, NLP",Bachelor,1,Education,9.3,DataVision Ltd
Robotics Engineer,125641,SE,FL,Sweden,S,Vietnam,100,"PyTorch, Computer Vision, AWS, SQL, MLOps",Associate,5,Education,8.0,Cognitive Computing
Robotics Engineer,55770,SE,PT,China,S,China,0,"Docker, R, AWS, Python, Kubernetes",Bachelor,6,Manufacturing,9.6,Smart Analytics
Autonomous Systems Engineer,60553,SE,CT,China,L,France,50,"Python, Data Visualization, Scala",PhD,5,Energy,6.9,Predictive Systems
AI Research Scientist,29955,EN,CT,China,M,Netherlands,50,"Hadoop, SQL, Azure, Kubernetes, Tableau",Associate,0,Transportation,8.1,DataVision Ltd
Principal Data Scientist,116833,SE,CT,Canada,S,Canada,50,"Tableau, Linux, AWS, MLOps",Bachelor,8,Consulting,9.1,Quantum Computing Inc
AI Software Engineer,212215,EX,FL,United States,S,United States,50,"Azure, Git, Hadoop, Spark",Bachelor,16,Finance,8.6,TechCorp Inc
Computer Vision Engineer,283095,EX,PT,Japan,L,Japan,50,"Computer Vision, Python, MLOps, PyTorch",Bachelor,12,Manufacturing,5.4,Future Systems
Autonomous Systems Engineer,64431,EN,FT,United Kingdom,L,United Kingdom,50,"Git, Deep Learning, Python, Statistics, TensorFlow",Bachelor,1,Automotive,9.0,DeepTech Ventures
Data Scientist,183034,EX,FT,Canada,S,Canada,100,"Azure, SQL, Scala, Data Visualization, Git",Master,15,Technology,7.5,AI Innovations
AI Architect,122154,SE,FT,United States,S,Colombia,100,"Python, Spark, Mathematics",Master,8,Technology,6.7,DeepTech Ventures
ML Ops Engineer,73406,MI,CT,South Korea,L,South Korea,0,"Mathematics, Java, R",Bachelor,3,Retail,6.0,DeepTech Ventures
ML Ops Engineer,177787,SE,PT,Norway,M,Norway,100,"Python, MLOps, Scala, R",Master,7,Finance,7.3,Smart Analytics
Deep Learning Engineer,174692,EX,CT,South Korea,M,Portugal,100,"Linux, Python, TensorFlow",PhD,12,Automotive,7.9,Autonomous Tech
ML Ops Engineer,68307,MI,CT,Israel,S,Israel,100,"AWS, Python, TensorFlow, PyTorch",PhD,4,Real Estate,7.2,Cloud AI Solutions
Autonomous Systems Engineer,122312,SE,PT,United States,M,Canada,50,"SQL, Git, AWS, GCP",Master,8,Manufacturing,9.7,Quantum Computing Inc
AI Architect,247623,EX,FL,Switzerland,L,Switzerland,100,"Java, Statistics, R, SQL, MLOps",PhD,15,Retail,9.0,Future Systems
Machine Learning Researcher,169031,SE,FL,Germany,L,Germany,50,"Linux, Python, NLP, Java",Bachelor,7,Automotive,9.2,Advanced Robotics
Autonomous Systems Engineer,153511,SE,PT,Japan,M,Argentina,50,"Spark, Git, Python, TensorFlow",PhD,9,Education,6.8,DataVision Ltd
Deep Learning Engineer,26206,MI,PT,India,S,Australia,50,"PyTorch, Scala, Git, Data Visualization, Spark",Master,4,Gaming,9.7,Smart Analytics
AI Consultant,88967,EN,PT,Sweden,L,Turkey,50,"TensorFlow, Azure, Deep Learning, Computer Vision, Linux",PhD,1,Real Estate,7.1,Autonomous Tech
AI Consultant,153715,SE,FT,Israel,L,Turkey,0,"MLOps, Linux, Kubernetes",Associate,7,Energy,6.8,Quantum Computing Inc
Principal Data Scientist,54944,EN,FL,Australia,M,Australia,50,"Azure, Spark, TensorFlow, SQL",Bachelor,1,Manufacturing,6.3,DeepTech Ventures
Machine Learning Engineer,107965,SE,CT,Sweden,S,Romania,100,"SQL, Kubernetes, MLOps, NLP, GCP",Bachelor,9,Healthcare,7.3,Advanced Robotics
Principal Data Scientist,43322,MI,FL,China,S,China,50,"Spark, Python, TensorFlow, Linux",PhD,3,Real Estate,7.2,Predictive Systems
AI Architect,192815,EX,FL,Switzerland,M,Switzerland,50,"Git, SQL, TensorFlow",Master,11,Retail,8.8,Autonomous Tech
Robotics Engineer,127281,SE,FL,South Korea,L,South Korea,100,"Deep Learning, Kubernetes, Linux, Mathematics, Hadoop",PhD,8,Gaming,7.3,Future Systems
Machine Learning Researcher,104599,MI,FL,Switzerland,S,Israel,0,"Hadoop, Scala, Deep Learning, NLP, TensorFlow",Master,2,Government,9.0,TechCorp Inc
AI Specialist,124462,MI,PT,Denmark,S,Denmark,50,"NLP, AWS, Computer Vision, Python",Associate,4,Energy,7.4,Neural Networks Co
Machine Learning Engineer,245455,EX,FL,Singapore,M,Singapore,0,"Git, Azure, Scala",PhD,19,Government,7.6,Future Systems
Robotics Engineer,188499,SE,PT,Switzerland,S,India,0,"Git, Data Visualization, Hadoop",Bachelor,9,Finance,6.6,Digital Transformation LLC
Machine Learning Engineer,47769,EN,PT,Australia,S,Australia,50,"Java, Python, Data Visualization, Docker",Master,1,Transportation,5.2,Neural Networks Co
Principal Data Scientist,104420,SE,PT,Austria,S,Netherlands,50,"Data Visualization, Statistics, Tableau",PhD,9,Healthcare,7.7,Quantum Computing Inc
Head of AI,239820,EX,PT,Singapore,M,Singapore,100,"Java, Python, NLP",Bachelor,13,Retail,8.2,Future Systems
AI Research Scientist,98446,EN,FT,Denmark,M,Denmark,100,"Kubernetes, Linux, Scala, Mathematics, MLOps",Associate,0,Technology,6.7,DataVision Ltd
AI Specialist,116377,EN,CT,Switzerland,L,Indonesia,100,"Azure, Scala, Deep Learning, Computer Vision, Statistics",Associate,0,Finance,7.0,DeepTech Ventures
Machine Learning Engineer,92685,EN,PT,Netherlands,L,Philippines,50,"Hadoop, Statistics, Scala, TensorFlow, NLP",Master,0,Automotive,9.5,Digital Transformation LLC
Head of AI,83493,MI,CT,Netherlands,M,Netherlands,50,"Java, Spark, GCP",Master,2,Automotive,6.9,Predictive Systems
AI Architect,68234,EN,FT,Austria,L,Switzerland,100,"Scala, Python, Docker, SQL, Statistics",Associate,1,Transportation,5.9,Cognitive Computing
NLP Engineer,102467,MI,FL,France,L,France,0,"PyTorch, Hadoop, Deep Learning, Statistics",PhD,3,Healthcare,8.1,Future Systems
ML Ops Engineer,175075,EX,PT,Singapore,S,Singapore,0,"Spark, PyTorch, Docker, SQL",Associate,18,Telecommunications,6.2,DataVision Ltd
Head of AI,193990,EX,PT,United States,L,Israel,0,"Python, Kubernetes, Tableau",Associate,15,Consulting,8.8,Digital Transformation LLC
Robotics Engineer,119551,SE,PT,Sweden,S,Sweden,50,"AWS, Azure, Python, TensorFlow, MLOps",PhD,9,Media,8.8,DataVision Ltd
Machine Learning Researcher,61291,EN,FL,France,L,France,100,"SQL, MLOps, AWS, Hadoop",Bachelor,0,Education,8.3,Neural Networks Co
AI Specialist,147580,EX,FL,France,M,France,0,"Linux, Deep Learning, Hadoop, Kubernetes, Docker",PhD,17,Telecommunications,5.9,Cloud AI Solutions
Data Engineer,212371,EX,FT,United Kingdom,L,United Kingdom,50,"Java, Kubernetes, Tableau, Hadoop, Scala",Bachelor,15,Consulting,9.5,Autonomous Tech
AI Specialist,52959,EN,CT,Israel,S,Israel,50,"Python, Tableau, Git",Master,1,Retail,5.7,DataVision Ltd
ML Ops Engineer,78517,EN,FT,France,L,France,100,"GCP, Deep Learning, Linux",Master,0,Technology,9.8,Machine Intelligence Group
AI Consultant,94494,MI,PT,Australia,S,Spain,50,"Kubernetes, SQL, Tableau",PhD,2,Real Estate,6.6,AI Innovations
AI Consultant,157131,SE,FT,Norway,L,Norway,50,"Spark, Tableau, Computer Vision, NLP",PhD,8,Automotive,7.3,Cognitive Computing
Machine Learning Researcher,192002,EX,FL,Austria,L,Austria,50,"GCP, TensorFlow, Deep Learning, Data Visualization, SQL",Bachelor,18,Education,7.7,Autonomous Tech
Data Scientist,199352,EX,PT,Netherlands,L,Netherlands,0,"Python, TensorFlow, Azure, PyTorch",Associate,11,Real Estate,5.7,Algorithmic Solutions
Principal Data Scientist,88271,MI,FL,Israel,M,Israel,50,"SQL, R, Linux, Docker",Associate,3,Government,5.6,Advanced Robotics
Autonomous Systems Engineer,103507,MI,CT,United Kingdom,M,Luxembourg,0,"Azure, Data Visualization, Python",PhD,4,Media,8.0,Advanced Robotics
Machine Learning Researcher,97767,SE,FT,Netherlands,S,Netherlands,50,"Linux, Git, MLOps, Computer Vision, Python",Associate,9,Automotive,5.5,Neural Networks Co
Data Analyst,107661,MI,CT,Denmark,S,Denmark,100,"Docker, Hadoop, Kubernetes, Python",Master,2,Finance,7.6,Cognitive Computing
Data Analyst,28173,EN,FL,India,M,Singapore,100,"R, SQL, AWS",PhD,1,Gaming,8.7,Predictive Systems
NLP Engineer,158612,SE,CT,Singapore,M,Singapore,0,"Spark, Data Visualization, Java, MLOps, Linux",Master,5,Retail,6.9,Advanced Robotics
Head of AI,117970,MI,FL,United States,L,Philippines,100,"Mathematics, Java, Python",Bachelor,2,Finance,5.6,AI Innovations
AI Specialist,149647,EX,FL,Canada,S,Canada,0,"Spark, SQL, Python, Computer Vision",Associate,14,Finance,9.2,Digital Transformation LLC
Robotics Engineer,69945,MI,FL,Singapore,S,Singapore,50,"Scala, Kubernetes, Docker, Java",Associate,2,Real Estate,9.3,Cognitive Computing
Robotics Engineer,141371,SE,PT,Finland,M,Turkey,100,"Java, Git, Mathematics, GCP, Hadoop",Bachelor,7,Consulting,5.6,Quantum Computing Inc
Head of AI,197539,EX,FL,France,L,Turkey,0,"Kubernetes, PyTorch, Docker, TensorFlow, Python",Master,13,Consulting,7.0,Cloud AI Solutions
Machine Learning Engineer,160760,EX,FT,Netherlands,M,Netherlands,50,"NLP, Linux, TensorFlow, Data Visualization",Bachelor,11,Energy,7.1,Algorithmic Solutions
Robotics Engineer,96472,MI,FT,Singapore,M,Ireland,50,"Python, SQL, GCP",Master,2,Government,8.0,Cloud AI Solutions
Autonomous Systems Engineer,73528,MI,PT,Sweden,S,Poland,0,"NLP, R, Git, MLOps",Associate,2,Finance,8.0,Algorithmic Solutions
Machine Learning Researcher,134710,SE,PT,Finland,L,Finland,50,"Python, Hadoop, NLP",Associate,9,Automotive,5.9,Smart Analytics
Robotics Engineer,52046,EN,PT,Ireland,M,Ireland,0,"Python, Java, Git, Linux, GCP",Master,0,Consulting,7.5,Advanced Robotics
Data Scientist,144471,SE,FL,Singapore,M,Singapore,100,"Java, Deep Learning, Azure",Associate,8,Real Estate,6.0,Neural Networks Co
Research Scientist,110158,MI,CT,United Kingdom,M,Belgium,100,"Java, Computer Vision, Data Visualization, MLOps",PhD,3,Finance,9.2,AI Innovations
AI Software Engineer,84799,EN,FL,United States,S,United States,100,"NLP, R, Scala, Linux",Bachelor,0,Technology,6.8,Cognitive Computing
Deep Learning Engineer,63400,EN,PT,Finland,M,Finland,100,"GCP, Tableau, PyTorch",Master,0,Telecommunications,8.3,Neural Networks Co
AI Architect,128830,SE,PT,Finland,S,Finland,0,"Python, TensorFlow, GCP, Java",Bachelor,9,Consulting,6.9,AI Innovations
Robotics Engineer,192789,SE,PT,Switzerland,S,Switzerland,100,"Tableau, Git, Python, Java",Master,5,Healthcare,5.9,Quantum Computing Inc
Deep Learning Engineer,47429,SE,PT,India,S,India,50,"R, Git, SQL, Docker",Associate,7,Government,6.3,Algorithmic Solutions
Computer Vision Engineer,273957,EX,FT,Netherlands,L,Netherlands,100,"Kubernetes, Azure, Spark, GCP",PhD,13,Government,7.0,Advanced Robotics
AI Research Scientist,61632,EN,CT,Israel,L,Israel,50,"GCP, R, Tableau, Data Visualization, PyTorch",Bachelor,1,Real Estate,6.6,Cognitive Computing
Robotics Engineer,161126,EX,FT,Germany,L,Australia,0,"R, AWS, SQL, Git",PhD,16,Manufacturing,9.9,Cognitive Computing
Autonomous Systems Engineer,189198,EX,FL,Japan,M,Japan,0,"Computer Vision, Spark, Data Visualization, Java",Associate,18,Finance,6.9,AI Innovations
AI Specialist,145615,SE,FL,Denmark,S,Denmark,50,"Deep Learning, MLOps, PyTorch, Git, Statistics",Master,8,Automotive,5.3,Quantum Computing Inc
Robotics Engineer,237713,EX,FT,United Kingdom,M,Denmark,50,"Java, TensorFlow, Tableau, NLP, Mathematics",Bachelor,18,Education,7.6,Autonomous Tech
Machine Learning Engineer,77667,MI,FL,Finland,S,Finland,0,"Statistics, GCP, NLP",Associate,4,Gaming,8.6,Algorithmic Solutions
AI Consultant,89054,MI,CT,United States,S,United States,0,"Git, SQL, PyTorch",Associate,3,Healthcare,9.2,AI Innovations
Computer Vision Engineer,35538,EN,FT,China,M,New Zealand,100,"AWS, Git, PyTorch, Java",Bachelor,0,Consulting,9.5,DeepTech Ventures
Autonomous Systems Engineer,35047,MI,FT,India,L,India,50,"Python, SQL, TensorFlow, NLP, Deep Learning",Bachelor,3,Real Estate,7.6,DataVision Ltd
Computer Vision Engineer,111355,MI,FL,Japan,M,Poland,0,"Python, PyTorch, Deep Learning, GCP",PhD,4,Telecommunications,7.2,Future Systems
Machine Learning Engineer,59904,SE,CT,China,L,China,100,"Kubernetes, Scala, Tableau",Bachelor,8,Manufacturing,9.9,Digital Transformation LLC
NLP Engineer,94410,MI,CT,Switzerland,S,Switzerland,50,"Hadoop, Linux, Computer Vision, Spark, PyTorch",PhD,4,Automotive,9.5,Cloud AI Solutions
Head of AI,53973,EN,FL,Ireland,S,Thailand,0,"Python, TensorFlow, MLOps",PhD,0,Technology,7.2,Cognitive Computing
Robotics Engineer,71601,EN,FT,Australia,S,Australia,50,"Linux, Hadoop, AWS, Python, Deep Learning",Master,0,Education,5.9,Algorithmic Solutions
Deep Learning Engineer,67954,EN,CT,Austria,M,Austria,100,"Mathematics, TensorFlow, MLOps, NLP",Master,1,Transportation,9.3,Predictive Systems
Autonomous Systems Engineer,79062,EN,PT,Netherlands,L,Finland,50,"NLP, SQL, TensorFlow, Scala, PyTorch",Master,0,Healthcare,9.7,Predictive Systems
NLP Engineer,80406,EN,PT,United Kingdom,M,United Kingdom,50,"Tableau, Kubernetes, Python",Associate,0,Technology,6.0,DataVision Ltd
Deep Learning Engineer,60975,EN,FT,Austria,L,Austria,100,"SQL, Hadoop, Tableau, Kubernetes",Master,1,Transportation,9.6,Cloud AI Solutions
Data Analyst,34860,SE,FT,India,S,Italy,100,"NLP, PyTorch, Kubernetes",Associate,7,Government,7.3,Machine Intelligence Group
Data Engineer,121335,SE,PT,Norway,S,Norway,50,"Python, Spark, Mathematics, SQL",Associate,7,Automotive,7.9,DeepTech Ventures
Computer Vision Engineer,93627,MI,CT,Canada,L,Netherlands,50,"Linux, Docker, Data Visualization",PhD,2,Retail,8.7,DeepTech Ventures
Data Engineer,103407,EX,FL,India,L,India,0,"Python, NLP, Statistics",Master,17,Government,6.4,Cognitive Computing
AI Architect,88045,SE,PT,Finland,S,Finland,0,"AWS, Kubernetes, Java, GCP, Azure",Master,8,Media,6.5,DataVision Ltd
Machine Learning Researcher,186879,EX,FL,Ireland,M,United States,0,"Tableau, R, Linux",PhD,13,Consulting,7.4,Machine Intelligence Group
AI Product Manager,64179,EN,PT,Sweden,S,Sweden,100,"Java, Git, AWS, Linux, Computer Vision",Associate,0,Consulting,9.8,DataVision Ltd
Machine Learning Researcher,68593,MI,PT,Israel,M,Israel,50,"Docker, Tableau, GCP",Master,3,Transportation,9.1,Cloud AI Solutions
ML Ops Engineer,96785,MI,PT,Ireland,S,United Kingdom,0,"TensorFlow, R, SQL, Data Visualization, AWS",Bachelor,2,Telecommunications,5.5,TechCorp Inc
Autonomous Systems Engineer,216376,EX,PT,Austria,L,Austria,100,"SQL, Azure, Kubernetes, Docker",Master,15,Transportation,6.2,Autonomous Tech
Data Engineer,252548,EX,FL,United States,L,United States,50,"Kubernetes, Python, AWS, GCP",PhD,13,Consulting,6.3,DeepTech Ventures
AI Research Scientist,210470,EX,PT,Singapore,M,Singapore,0,"PyTorch, Azure, Hadoop, Java",Bachelor,12,Real Estate,8.3,Autonomous Tech
AI Research Scientist,62810,EN,FL,Germany,S,Germany,100,"Deep Learning, Python, Tableau, Computer Vision, Statistics",Associate,0,Automotive,9.7,Predictive Systems
AI Architect,82570,MI,PT,United Kingdom,M,Turkey,50,"Scala, Git, Tableau, Computer Vision",Bachelor,4,Retail,5.6,Predictive Systems
Machine Learning Engineer,68856,MI,CT,Finland,M,Finland,0,"GCP, Python, Spark",Associate,4,Government,9.7,Autonomous Tech
